invoice_type,property_id,creditor_id,tenancy_id,entered_date,due_date,creditor_reference,is_priority,line_1_account_code,line_1_description,line_1_amount_due,line_1_gst_due,line_1_amount_paid
Creditor,rps_lng-CVA210023,rps_lng-CVA21001869,rps_lng-HDO211377,2022-07-20,2022-07-26,Replacement of hot water service,,,,2178.0,0,0
Tenancy,rps_lng-CVA210023,,rps_lng-HDO211377,2022-05-26,2022-08-25,Repair to courtyard door and holders in laundry,,,,0.0,0,0
Creditor,rps_lng-CVA210032,rps_lng-HDO19001188,rps_lng-CVA210538,2022-11-28,2023-01-03,Electrical and Gas Safety,,,,528.0,0,0
Creditor,rps_lng-CVA210032,rps_lng-CVA21001869,rps_lng-CVA210538,2022-02-04,2022-02-04,Investigate roof leak,,,,318.18,0,0
Tenancy,rps_lng-CVA210032,rps_lng-CVA21001869,rps_lng-CVA210538,2022-01-11,2022-01-24,Repair to roof leak,,,,231.55,0,0
Creditor,rps_lng-CVA210032,rps_lng-DRE19000036,rps_lng-CVA210538,2021-04-01,2022-07-08,Repair to window in master bedroom,,,,847.0,0,0
Creditor,rps_lng-CVA210066,rps_lng-HDO19001147,rps_lng-HDO210209,2021-10-13,2021-10-25,Kitchen - sink repair,,,,114.7,0,0
Creditor,rps_lng-CVA210066,rps_lng-HDO19001147,rps_lng-HDO210209,2021-09-20,2021-10-01,Water Pipes,,,,158.4,0,0
Tenancy,rps_lng-CVA210066,rps_lng-CVA21002081,rps_lng-HDO210209,2021-02-23,2021-03-10,Beam repair BIR & main switch panel cover fixing,,,,148.5,0,0
Tenancy,rps_lng-CVA210066,rps_lng-SAN22000095,rps_lng-HDO220335,2023-02-10,2023-04-11,Bedroom Light Switch,,,,0.0,0,0
Creditor,rps_lng-CVA210066,rps_lng-VAD21000019,rps_lng-HDO220335,2022-03-17,2022-10-14,Gas and Electrical Checks,,,,0.0,0,0
Creditor,rps_lng-CVA210067,rps_lng-HDO19001188,rps_lng-CVA210093,2023-04-05,2023-06-01,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210067,rps_lng-DRE19000036,rps_lng-CVA210093,2021-09-17,2022-02-08,Water Damage Repairs,,,,3063.5,0,0
Creditor,rps_lng-CVA210068,rps_lng-WES20000008,rps_lng-HDO210202,2022-03-04,2022-04-22,Flooded Carpets,,,,1760.55,0,0
Creditor,rps_lng-CVA210068,rps_lng-WES20000008,rps_lng-HDO210202,2022-01-28,2022-04-22,Wet Carpets,,,,0.0,0,0
Creditor,rps_lng-CVA210068,rps_lng-VAD21000019,rps_lng-HDO220375,2022-04-04,2022-10-14,Gas & Electrical Checks,,,,0.0,0,0
Creditor,rps_lng-CVA210071,rps_lng-SAN22000095,rps_lng-HDO210133,2022-06-24,2022-07-11,Wall Heater,,,,601.26,0,0
Creditor,rps_lng-CVA210071,rps_lng-VAD21000019,rps_lng-HDO210133,2022-01-04,2022-02-17,Main Bedroom Blinds,,,,143.0,0,0
Tenancy,rps_lng-CVA210071,rps_lng-CVA21002081,rps_lng-HDO210133,2021-03-01,2021-03-18,Window not closing and letterbox not locking,,,,242.0,0,0
Tenancy,rps_lng-CVA210071,rps_lng-CVA21001869,rps_lng-HDO210133,2021-02-25,2021-03-10,Shower head issue & toilet leak and noise,,,,257.68,0,0
Creditor,rps_lng-CVA210072,rps_lng-HDO19001147,rps_lng-CVA210520,2022-04-01,2022-04-01,Investigate urgent hot water leak,,,,400.18,0,0
Creditor,rps_lng-CVA210072,rps_lng-WES20000008,rps_lng-CVA210520,2022-03-04,2022-03-21,Burst HWS - Please Dry carpets again,,,,2093.3,0,0
Creditor,rps_lng-CVA210072,rps_lng-HDO19001147,rps_lng-CVA210520,2022-02-01,2022-02-01,Install new inlet valve,,,,89.03,0,0
Creditor,rps_lng-CVA210072,rps_lng-HDO19001147,rps_lng-CVA210520,2022-02-01,2022-02-01,Hot Water Service,,,,1574.27,0,0
Creditor,rps_lng-CVA210072,rps_lng-HDO19001147,rps_lng-CVA210520,2022-01-27,2022-01-27,Burst Hot Water System,,,,462.0,0,0
Creditor,rps_lng-CVA210072,rps_lng-WES20000008,rps_lng-CVA210520,2022-01-27,2022-03-21,Flooded / Wet Carpets,,,,0.0,0,0
Creditor,rps_lng-CVA210072,rps_lng-HDO20001090,rps_lng-HDO221153,2022-09-09,2022-09-09,Key,,,,50.0,0,0
Creditor,rps_lng-CVA210072,rps_lng-VAD21000019,rps_lng-HDO221153,2022-08-22,2022-10-28,Electrical and Gas Safety,,,,481.8,0,0
Creditor,rps_lng-CVA210073,rps_lng-HDO19001188,rps_lng-CVA210416,2023-04-05,2023-05-01,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210073,rps_lng-HDO18002179,rps_lng-CVA210416,2022-03-02,2022-03-15,Electrical / lighting issues,,,,188.35,0,0
Creditor,rps_lng-CVA210073,rps_lng-VAD21000019,rps_lng-CVA210416,2021-09-21,2021-09-28,Heater Bracket Repairs,,,,152.2,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001869,rps_lng-CVA210414,2023-01-06,2023-01-30,Gutter Cleaning,,,,380.6,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001869,rps_lng-CVA210414,2022-10-27,2022-11-07,Repair to water pooling on front window frame,,,,220.0,0,0
Tenancy,rps_lng-CVA210117,,rps_lng-CVA210414,2022-09-30,2022-10-28,Replacement of fence between us & 49,,,,0.0,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001869,rps_lng-CVA210414,2022-08-15,2022-09-07,Repair to hot water in bathroom,,,,547.25,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001869,rps_lng-CVA210414,2022-06-09,2022-07-12,Gutter cleaning,,,,629.75,0,0
Creditor,rps_lng-CVA210117,rps_lng-JAM21000053,rps_lng-CVA210414,2021-12-16,2022-01-04,Ongoing garden maintenance,,,,130.0,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001869,rps_lng-CVA210414,2021-11-25,2021-12-22,Gutter cleaning,,,,673.76,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001999,rps_lng-CVA210414,2021-08-23,2021-08-23,Garden Maintenance & Green Waste Removal,,,,135.3,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21002429,rps_lng-CVA210414,2021-08-04,2021-08-25,Issue with rodent droppings,,,,319.0,0,0
Creditor,rps_lng-CVA210117,rps_lng-VAD21000019,rps_lng-CVA210414,2021-07-13,2021-08-13,General repairs & electrical/gas certificates,,,,1031.4,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001999,rps_lng-CVA210414,2021-07-05,2021-07-05,Garden Maintenance - General,,,,157.3,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001999,rps_lng-CVA210414,2021-05-06,2021-05-06,Garden Maintenance - General,,,,115.5,0,0
Tenancy,rps_lng-CVA210117,rps_lng-HDO19006017,rps_lng-CVA210414,2021-03-10,2021-03-10,Garden Maintenance - General,,,,115.5,0,0
Creditor,rps_lng-CVA210117,rps_lng-CVA21001890,rps_lng-CVA210414,2021-02-02,2021-03-22,Repair to dishwasher,,,,99.0,0,0
Tenancy,rps_lng-CVA210117,rps_lng-HDO19006017,rps_lng-CVA210414,2021-02-02,2021-02-02,Garden Maintenance,,,,115.5,0,0
Tenancy,rps_lng-CVA210117,rps_lng-HDO19006017,rps_lng-CVA210414,2021-01-29,2021-01-29,Garden Maintenance,,,,115.5,0,0
Creditor,rps_lng-CVA210118,rps_lng-CVA21002204,rps_lng-CVA210247,2022-12-08,2023-01-31,Removal of tree,,,,0.0,0,0
Creditor,rps_lng-CVA210118,rps_lng-CVA21002081,rps_lng-CVA210247,2022-11-11,2023-05-04,Repair to window/door,,,,2200.0,0,0
Creditor,rps_lng-CVA210118,rps_lng-CVA21001939,rps_lng-CVA210247,2022-08-16,2022-10-20,Gutter cleaning,,,,425.0,0,0
Creditor,rps_lng-CVA210118,rps_lng-HDO17002839,rps_lng-CVA210247,2022-01-04,2022-01-11,Key for bathroom window,,,,152.9,0,0
Creditor,rps_lng-CVA210118,rps_lng-VAD21000019,rps_lng-CVA210247,2021-10-01,2022-09-06,"Elec/gas checks, new oven, rangehood & exhaust fan",,,,2189.1,0,0
Creditor,rps_lng-CVA210118,rps_lng-HAW21000001,rps_lng-CVA210247,2021-03-29,2021-04-07,Repair to exhuast fan,,,,242.0,0,0
Tenancy,rps_lng-CVA210118,rps_lng-CVA21002006,rps_lng-CVA210247,2021-01-20,2021-01-20,measurements for oven,,,,95.0,0,0
Creditor,rps_lng-CVA210153,rps_lng-HDO19001188,rps_lng-CVA210164,2023-04-05,2023-04-27,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210153,rps_lng-HDO19001147,rps_lng-CVA210164,2022-10-04,2022-10-26,Toilet Running Water,,,,305.25,0,0
Creditor,rps_lng-CVA210153,rps_lng-VAD21000019,rps_lng-CVA210164,2021-09-30,2021-10-25,General repairs,,,,128.7,0,0
Tenancy,rps_lng-CVA210157,rps_lng-VAD21000019,rps_lng-CVA210234,2021-08-03,2021-08-11,Leak in window,,,,0.0,0,0
Creditor,rps_lng-CVA210167,rps_lng-HDO19001147,rps_lng-CVA210069,2022-09-19,2022-11-11,Blocked Toilet,,,,171.6,0,0
Creditor,rps_lng-CVA210167,rps_lng-DRE19000076,rps_lng-CVA210069,2022-09-05,2022-09-05,Inspected Panel Heater,,,,198.0,0,0
Creditor,rps_lng-CVA210167,rps_lng-SAN22000095,rps_lng-CVA210069,2022-08-03,2022-08-24,Bathroom Light,,,,236.06,0,0
Creditor,rps_lng-CVA210167,rps_lng-DRE19000076,rps_lng-CVA210069,2022-08-03,2022-08-24,Heating Service,,,,528.0,0,0
Creditor,rps_lng-CVA210171,rps_lng-HDO19001188,rps_lng-CVA210243,2023-04-05,2023-05-23,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210171,rps_lng-HDO21001981,rps_lng-CVA210243,2022-03-07,2022-03-28,Bathroom Ceiling Repaint,,,,825.0,0,0
Creditor,rps_lng-CVA210173,rps_lng-HDO19001439,rps_lng-CVA210487,2021-08-05,2021-12-21,Oven seal is broken,,,,286.0,0,0
Creditor,rps_lng-CVA210180,rps_lng-CVA21002238,rps_lng-HDO220640,2022-10-14,2022-11-07,Repair to bathroom taps,,,,650.65,0,0
Tenancy,rps_lng-CVA210180,,rps_lng-HDO220640,2022-09-08,2022-11-22,Switchboard upgrade,,,,0.0,0,0
Creditor,rps_lng-CVA210180,rps_lng-HDO19002005,rps_lng-HDO220640,2022-06-30,2022-08-26,Repair to garage door,,,,220.0,0,0
Creditor,rps_lng-CVA210180,rps_lng-CVA21002081,rps_lng-HDO220640,2022-06-01,2022-06-24,Repair to phone point & toilet seat,,,,165.0,0,0
Tenancy,rps_lng-CVA210180,rps_lng-CVA21002500,rps_lng-HDO220640,2022-06-01,2022-08-23,Repair to tiles & grout,,,,0.0,0,0
Creditor,rps_lng-CVA210180,rps_lng-VAD21000019,rps_lng-HDO220640,2022-06-01,2022-09-13,Electrical/gas checks & repair to powerpoint,,,,0.0,0,0
Creditor,rps_lng-CVA210180,rps_lng-CVA21001882,rps_lng-HDO220640,2022-06-01,2022-06-06,Service to split systems,,,,231.0,0,0
Creditor,rps_lng-CVA210185,rps_lng-HDO16001050,rps_lng-CVA210401,2022-04-25,2022-04-29,Light switch broken,,,,211.2,0,0
Tenancy,rps_lng-CVA210185,rps_lng-CVA21001869,rps_lng-CVA210401,2021-02-08,2021-02-15,itchen tap lifting from sink,,,,305.25,0,0
Creditor,rps_lng-CVA210185,rps_lng-VAD21000019,rps_lng-HDO221031,2022-07-25,2022-10-28,Electrical and Gas Safety,,,,481.8,0,0
Creditor,rps_lng-CVA210194,rps_lng-HDO19001147,rps_lng-CVA210537,2023-05-16,2023-06-14,Toilet Leak,,,,279.4,0,0
Creditor,rps_lng-CVA210194,rps_lng-HDO19001147,rps_lng-CVA210537,2022-05-19,2022-06-03,Blocked Dishwasher,,,,257.4,0,0
Creditor,rps_lng-CVA210194,rps_lng-VAD21000019,rps_lng-CVA210537,2022-02-18,2022-03-01,Saftey Checks,,,,0.0,0,0
Tenancy,rps_lng-CVA210194,rps_lng-HDO19001147,rps_lng-CVA210537,2021-10-21,2021-11-19,Toilet - blockage repair,,,,0.0,0,0
Creditor,rps_lng-CVA210194,rps_lng-HDO19001493,rps_lng-CVA210537,2021-06-29,2021-07-09,Ducted Heating not working,,,,566.5,0,0
Creditor,rps_lng-CVA210211,rps_lng-HDO21001704,rps_lng-CVA210408,2022-11-09,2022-12-13,Hallway door,,,,143.0,0,0
Creditor,rps_lng-CVA210211,rps_lng-CVA21002238,rps_lng-CVA210408,2021-11-23,2021-11-23,Leaking Hot Water System,,,,308.0,0,0
Tenancy,rps_lng-CVA210272,rps_lng-JAM20000164,rps_lng-CVA210047,2021-11-01,2021-11-04,EXIT - Change of Locks,,,,259.6,0,0
Creditor,rps_lng-CVA210325,rps_lng-HDO19006017,rps_lng-CVA210364,2021-07-28,2021-07-28,Garden Maintenance,,,,184.8,0,0
Tenancy,rps_lng-CVA210325,,rps_lng-CVA210364,2021-07-27,2021-07-27,sink blocked by plug which won't come out,,,,0.0,0,0
Creditor,rps_lng-CVA210325,rps_lng-CVA21001999,rps_lng-CVA210364,2021-04-22,2021-04-22,Garden Maintenance - Genera,,,,187.0,0,0
Tenancy,rps_lng-CVA210325,rps_lng-CVA21001999,rps_lng-CVA210364,2021-03-15,2021-03-15,Garden Maintenance - General,,,,165.0,0,0
Tenancy,rps_lng-CVA210325,rps_lng-CVA21001999,rps_lng-CVA210364,2021-01-31,2021-01-28,Garden Maintenance - General,,,,209.0,0,0
Tenancy,rps_lng-CVA210325,rps_lng-HDO19006017,rps_lng-CVA210364,2021-01-29,2021-01-29,Garden Maintenance,,,,165.0,0,0
Tenancy,rps_lng-CVA210325,rps_lng-HDO21001673,rps_lng-HDO220686,2023-04-05,2023-04-17,End of Lease clean / wipe over,,,,0.0,0,0
Creditor,rps_lng-CVA210325,rps_lng-HDO19001147,rps_lng-HDO220686,2022-12-30,2022-12-30,Replace Dishwasher,,,,1665.68,0,0
Creditor,rps_lng-CVA210325,rps_lng-HDO19001147,rps_lng-HDO220686,2022-11-23,2022-12-13,Roof leak & Dishwasher,,,,343.2,0,0
Creditor,rps_lng-CVA210325,rps_lng-DRE19000036,rps_lng-HDO220686,2022-06-23,2023-01-25,Entry Maintenance,,,,247.5,0,0
Creditor,rps_lng-CVA210383,rps_lng-HDO19001188,rps_lng-CVA210098,2023-02-09,2023-03-15,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-CVA210383,rps_lng-HDO19001147,rps_lng-CVA210098,2022-09-19,2022-10-13,Toilet,,,,260.98,0,0
Creditor,rps_lng-CVA210383,rps_lng-HDO19001076,rps_lng-CVA210098,2021-10-19,2021-11-18,HWS replacement,,,,1485.0,0,0
Creditor,rps_lng-CVA210383,rps_lng-HDO19001147,rps_lng-CVA210098,2021-10-15,2021-10-25,Hot Water system investigation,,,,184.8,0,0
Creditor,rps_lng-CVA210384,rps_lng-HDO21001573,rps_lng-CVA210099,2023-06-23,2023-06-29,Gas Safety Check,,,,385.0,0,0
Creditor,rps_lng-CVA210384,rps_lng-HDO19001188,rps_lng-CVA210099,2023-02-09,2023-03-24,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-CVA210384,rps_lng-CVA21002453,rps_lng-CVA210099,2022-10-04,2022-12-01,Front Door lock,,,,317.0,0,0
Creditor,rps_lng-CVA210384,rps_lng-SAN22000095,rps_lng-CVA210099,2022-09-19,2022-10-07,Bathroom Light Fitting,,,,323.07,0,0
Creditor,rps_lng-CVA210384,rps_lng-VAD21000019,rps_lng-CVA210099,2022-02-24,2022-03-21,Routine Inspection Maintenance,,,,386.37,0,0
Creditor,rps_lng-CVA210384,rps_lng-HDO19001147,rps_lng-CVA210099,2021-10-22,2021-12-08,Bathroom - sink blockage repairs,,,,323.26,0,0
Creditor,rps_lng-CVA210384,rps_lng-HDO19004377,rps_lng-CVA210099,2021-09-02,2021-09-06,Kitchen Tap Leak,,,,257.96,0,0
Creditor,rps_lng-CVA210385,rps_lng-HDO19001188,rps_lng-CVA210100,2023-02-09,2023-03-14,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-CVA210385,rps_lng-HDO19005924,rps_lng-CVA210100,2022-10-19,2022-10-21,Front Door Lock,,,,275.0,0,0
Tenancy,rps_lng-CVA210385,rps_lng-DRE19000036,rps_lng-CVA210100,2022-05-12,2023-04-11,Sanding & Painting Window Sills,,,,0.0,0,0
Creditor,rps_lng-CVA210385,rps_lng-HDO19001147,rps_lng-CVA210100,2021-10-30,2021-11-24,Kitchen - gas smell,,,,712.0,0,0
Creditor,rps_lng-CVA210385,rps_lng-DRE19000036,rps_lng-CVA210100,2021-09-17,2022-01-27,Window & Ceiling Painting,,,,1606.0,0,0
Creditor,rps_lng-CVA210385,rps_lng-CVA21001869,rps_lng-CVA210100,2021-05-21,2021-06-07,Hot Water Tap in Kitchen constantly leaking,,,,638.0,0,0
Creditor,rps_lng-CVA210385,rps_lng-CVA21002250,rps_lng-CVA210100,2021-05-11,2021-07-14,Cornice in bedroom fallen off,,,,550.0,0,0
Creditor,rps_lng-CVA210389,rps_lng-HDO19001188,rps_lng-CVA210102,2023-02-14,2023-05-18,Combined electrical and gas safety certificates,,,,528.0,0,0
Tenancy,rps_lng-CVA210389,rps_lng-HDO19001147,rps_lng-CVA210102,2021-10-25,2021-11-18,HWS replacement,,,,2739.0,0,0
Creditor,rps_lng-CVA210389,rps_lng-HDO19001147,rps_lng-CVA210102,2021-10-20,2021-11-03,HWS repair,,,,184.8,0,0
Creditor,rps_lng-CVA210391,rps_lng-HDO21001573,rps_lng-HDO210865,2023-06-27,2023-06-29,Gas Safety Check,,,,385.0,0,0
Creditor,rps_lng-CVA210391,rps_lng-HDO19001188,rps_lng-HDO210865,2023-02-22,2023-03-16,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-CVA210397,rps_lng-DRE19000036,rps_lng-CVA210105,2021-02-22,2021-04-12,Cracks in walls,,,,1034.0,0,0
Tenancy,rps_lng-CVA210397,rps_lng-CVA21001869,rps_lng-CVA210105,2021-01-27,2021-02-02,Shower leak,,,,342.1,0,0
Creditor,rps_lng-CVA210398,rps_lng-CVA21002081,rps_lng-CVA210106,2021-07-05,2021-07-14,Door Maintenance,,,,176.0,0,0
Creditor,rps_lng-CVA210401,rps_lng-HDO19001188,rps_lng-HDO210580,2023-02-09,2023-03-01,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-CVA210401,rps_lng-CVA21002250,rps_lng-HDO210580,2022-07-28,2022-07-28,Supply and install new new dryer,,,,770.0,0,0
Creditor,rps_lng-CVA210401,rps_lng-CVA21002250,rps_lng-HDO210580,2022-04-26,2022-07-12,General Maintenance,,,,566.5,0,0
Tenancy,rps_lng-CVA210401,,rps_lng-HDO210580,2022-01-19,2022-01-19,My window is broken,,,,0.0,0,0
Tenancy,rps_lng-CVA210401,rps_lng-DRE20000110,rps_lng-HDO210580,2021-08-06,2022-04-26,Electrical Safety Check,,,,0.0,0,0
Creditor,rps_lng-CVA210401,rps_lng-CVA21002250,rps_lng-HDO210580,2021-06-21,2021-06-23,Handle for bath/shower is not secured,,,,444.95,0,0
Tenancy,rps_lng-CVA210401,rps_lng-CVA21002250,rps_lng-HDO210580,2021-06-09,2021-06-23,Windows not sealed and other maint,,,,0.0,0,0
Tenancy,rps_lng-CVA210406,,rps_lng-CVA210584,2021-10-11,2021-10-29,Bathroom - leak investigation,,,,0.0,0,0
Creditor,rps_lng-CVA210406,rps_lng-HDO21001362,rps_lng-CVA210584,2021-05-06,2021-05-06,Problem with shower and toilet seat,,,,418.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-CHA19000037,rps_lng-CVA210254,2023-05-11,2023-05-26,Urgent Lock Repair,,,,211.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-HDO19001188,rps_lng-CVA210254,2023-04-05,2023-05-23,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-SAN22000095,rps_lng-CVA210254,2023-04-03,2023-04-20,Faulty Power Point,,,,0.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-HDO19002574,rps_lng-CVA210254,2023-02-01,2023-03-20,Replacement of carpet in bedroom,,,,1589.99,0,0
Tenancy,rps_lng-CVA210417,rps_lng-HDO21001673,rps_lng-CVA210254,2023-01-23,2023-04-03,Carpet cleaning,,,,0.0,0,0
Tenancy,rps_lng-CVA210417,rps_lng-CVA21001869,rps_lng-CVA210254,2023-01-18,2023-04-03,Investigation into water leak,,,,0.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-CVA21001869,rps_lng-CVA210254,2022-09-26,2022-10-20,Repair to pipes leaking in Kitchen,,,,220.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-DRE19000036,rps_lng-CVA210254,2022-07-05,2022-09-15,"Repair to bathroom cupboard, silicone & cupboard",,,,1262.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-CVA21001869,rps_lng-CVA210254,2022-06-02,2022-08-18,Replacement of kitchen tap,,,,576.95,0,0
Creditor,rps_lng-CVA210417,rps_lng-DRE19000036,rps_lng-CVA210254,2022-03-29,2022-06-01,Repair to blind & towel rail,,,,190.3,0,0
Tenancy,rps_lng-CVA210417,,rps_lng-CVA210254,2022-02-09,2022-03-23,Trap door/ceiling pannel has fallen in common area,,,,0.0,0,0
Creditor,rps_lng-CVA210417,rps_lng-CVA21001869,rps_lng-CVA210254,2021-07-12,2021-11-09,Investigation into hot water issue,,,,447.7,0,0
Creditor,rps_lng-CVA210420,rps_lng-HDO08001895,rps_lng-CVA210114,2022-11-25,2023-01-28,Replacement of dishwasher,,,,1435.0,0,0
Creditor,rps_lng-CVA210420,rps_lng-VAD21000019,rps_lng-CVA210114,2021-08-06,2021-08-06,Bathroom Heater,,,,447.0,0,0
Tenancy,rps_lng-CVA210420,,rps_lng-CVA210114,2021-08-03,2022-05-13,Replacement of bathroom light,,,,0.0,0,0
Creditor,rps_lng-CVA210420,rps_lng-VAD21000019,rps_lng-CVA210114,2021-06-23,2021-08-06,Elec/gas certifcates,,,,437.8,0,0
Creditor,rps_lng-CVA210426,rps_lng-DRE19000036,rps_lng-CVA210207,2021-10-12,2021-10-29,EXIT - Wall repairs,,,,324.5,0,0
Tenancy,rps_lng-CVA210426,rps_lng-HDO21000430,rps_lng-CVA210207,2021-02-11,2021-02-11, fix rubber seal on pans,,,,630.3,0,0
Creditor,rps_lng-CVA210426,rps_lng-VAD21000019,rps_lng-HDO211594,2022-04-05,2023-01-16,Gas & Electrical checks,,,,0.0,0,0
Creditor,rps_lng-CVA210426,rps_lng-SAN22000095,rps_lng-HDO220740,2023-03-23,2023-03-23,Replacement of RCD,,,,0.0,0,0
Creditor,rps_lng-CVA210426,rps_lng-HDO19001147,rps_lng-HDO220740,2023-01-27,2023-02-02,Shower has no hot water,,,,461.47,0,0
Creditor,rps_lng-CVA210426,rps_lng-DRE19000036,rps_lng-HDO220740,2023-01-23,2023-03-30,General Maintenance,,,,297.0,0,0
Creditor,rps_lng-CVA210426,rps_lng-JAM20000164,rps_lng-HDO220740,2022-10-19,2022-10-26,Front Door to Apartment,,,,220.0,0,0
Tenancy,rps_lng-CVA210429,rps_lng-HDO19001219,rps_lng-CVA210576,2021-01-25,2021-01-21,SUPPLY AND CODE 1 REMOTE CONTROL,,,,150.0,0,0
Creditor,rps_lng-CVA210434,rps_lng-CVA21002250,rps_lng-CVA210240,2021-01-21,2021-03-31,Peeling paint and mould on blinds,,,,770.0,0,0
Tenancy,rps_lng-CVA210435,,rps_lng-CVA210120,2021-11-30,2022-05-26,Exterior painting,,,,0.0,0,0
Creditor,rps_lng-CVA210435,rps_lng-VAD21000019,rps_lng-CVA210120,2021-11-30,2022-10-31,Gutter cleaning & electrical/gas checks,,,,0.0,0,0
Creditor,rps_lng-CVA210436,rps_lng-VAD21000019,rps_lng-CVA210612,2021-11-05,2021-11-16,Electrical Safety,,,,218.9,0,0
Creditor,rps_lng-CVA210436,rps_lng-CVA21001816,rps_lng-CVA210612,2021-10-20,2021-11-15,Front Door,,,,165.0,0,0
Creditor,rps_lng-CVA210436,rps_lng-HDO18002179,rps_lng-CVA210612,2021-05-02,2021-05-19,Other - Rangehood no longer works advised 8 days a,,,,440.0,0,0
Creditor,rps_lng-CVA210436,rps_lng-HDO18002179,rps_lng-CVA210612,2021-04-25,2021-04-27,No power,,,,363.0,0,0
Tenancy,rps_lng-CVA210436,rps_lng-CVA21002484,rps_lng-CVA210612,2021-02-08,2021-02-25,Bathroom/laundry extraction fan broken,,,,539.0,0,0
Tenancy,rps_lng-CVA210436,rps_lng-CVA21002238,rps_lng-CVA210612,2021-01-13,2021-01-29,Repair bathroom taps fallen off,,,,184.8,0,0
Creditor,rps_lng-CVA210439,rps_lng-JAM20000164,rps_lng-HDO221292,2022-12-06,2023-02-06,Storage cage lock,,,,0.0,0,0
Creditor,rps_lng-CVA210440,rps_lng-CVA21001869,rps_lng-CVA210481,2021-05-04,2021-08-12,Water pressue issue in shower,,,,193.87,0,0
Tenancy,rps_lng-CVA210440,rps_lng-CVA21002238,rps_lng-CVA210481,2021-02-16,2021-02-16,blocked kitchen sink,,,,184.8,0,0
Creditor,rps_lng-CVA210459,rps_lng-VAD21000019,rps_lng-HDO210795,2021-12-22,2022-04-14,Repair to kitchen tap,,,,261.6,0,0
Creditor,rps_lng-CVA210459,rps_lng-VAD21000019,rps_lng-HDO210795,2021-08-03,2021-08-11,Gas safety checks & toilet repair,,,,437.8,0,0
Creditor,rps_lng-CVA210465,rps_lng-HDO19001188,rps_lng-CVA210531,2023-04-05,2023-05-22,Electrical Safety Check,,,,253.0,0,0
Creditor,rps_lng-CVA210491,rps_lng-HDO08001895,rps_lng-CVA210356,2021-12-21,2021-12-21,Installation of Bosch Dishwasher,,,,632.5,0,0
Creditor,rps_lng-CVA210491,rps_lng-HDO08001895,rps_lng-CVA210356,2021-11-12,2021-12-02,Kitchen - dishwasher repair,,,,632.5,0,0
Creditor,rps_lng-CVA210491,rps_lng-CVA21002238,rps_lng-CVA210356,2021-07-05,2021-07-15,URGENT Toilet,,,,321.2,0,0
Creditor,rps_lng-CVA210491,rps_lng-CVA21002238,rps_lng-HDO230052,2023-02-22,2023-02-28,Leaking HWS,,,,357.5,0,0
Creditor,rps_lng-CVA210513,rps_lng-DRE19000036,rps_lng-HDO220891,2022-10-03,2022-10-26,Bedroom Door Handle,,,,215.6,0,0
Creditor,rps_lng-CVA210513,rps_lng-VAD21000019,rps_lng-HDO220891,2022-07-29,2022-09-15,Electrical and Gas Safety,,,,481.8,0,0
Creditor,rps_lng-CVA210513,rps_lng-DRE19000076,rps_lng-HDO220891,2022-07-19,2022-08-03,Remote & A/C Service,,,,429.0,0,0
Creditor,rps_lng-CVA210542,rps_lng-HDO18002118,rps_lng-CVA210209,2021-12-08,2021-12-21,Vacate Wipe Over,,,,180.0,0,0
Creditor,rps_lng-CVA210579,rps_lng-HDO19001188,rps_lng-CVA210286,2023-04-05,2023-06-07,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210610,rps_lng-CVA21004237,rps_lng-CVA210320,2021-10-25,2021-10-25,Repair chip in laundry door,,,,387.2,0,0
Creditor,rps_lng-CVA210610,rps_lng-CVA21001869,rps_lng-CVA210320,2021-05-19,2021-07-13,Powder Room Toilet Blocked,,,,925.38,0,0
